id,reference,label,strain,media,temperature,cell_count,end_lost,omit_count,end_single,end_small_bud,end_large_bud,end_cluster,lifespans,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,endCode,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,"","BY","ST2664","YPD",30,20,0,0,11,7,0,2,22,33,43,38,36,33,38,35,28,10,32,27,48,34,32,22,53,27,23,36,C,U,U,S,U,C,S,S,U,U,U,S,U,S,U,U,U,S,U,S,
2,"","BY","ST2664","YPD",30,20,0,0,15,1,3,1,26,25,48,38,27,24,35,23,45,29,47,43,42,39,29,20,50,17,31,35,L,C,U,U,U,U,U,L,U,U,U,U,U,L,U,U,U,U,U,S,
3,"1, 2","BY sml1KO","ST2665","YPD",30,20,0,0,12,3,2,3,49,46,48,34,24,29,33,24,29,24,39,30,47,24,33,46,3,51,33,37,U,L,U,S,U,U,U,U,C,U,U,U,S,U,U,U,L,C,C,S,
4,"1, 2","BY sml1KO","ST2665","YPD",30,20,0,0,17,0,1,2,48,16,36,26,39,38,25,35,47,30,11,32,35,35,46,38,41,11,43,47,U,C,U,U,U,U,U,U,U,U,U,L,U,U,U,C,U,U,U,U,
5,"1, 2","BY sml1KO mec1KO","ST2666","YPD",30,20,0,0,10,3,4,3,3,10,8,3,7,10,14,4,30,13,4,16,39,1,37,3,1,46,20,3,L,U,C,U,U,U,C,U,C,S,U,S,U,L,U,L,U,S,U,L,
6,"1, 2","BY sml1KO mec1KO","ST2666","YPD",30,20,0,0,8,5,4,3,9,11,30,44,30,46,25,6,26,39,16,7,24,3,21,17,4,5,30,6,C,U,S,S,C,U,U,U,U,U,S,S,U,C,S,L,L,L,U,L,
7,"1, 2","BY RM rDNA (backcross #10)","ST2667","YPD",30,20,0,0,10,4,4,2,51,23,10,45,6,40,27,56,48,11,47,36,51,15,35,22,26,46,35,40,U,S,U,L,L,S,U,C,C,U,U,U,U,U,L,L,S,U,S,U,
8,"1, 2","BY RM rDNA (backcross #10)","ST2667","YPD",30,20,0,0,17,1,2,0,44,48,36,23,45,54,31,41,39,49,24,48,32,49,41,50,56,56,13,51,U,U,S,U,U,U,L,U,U,U,U,U,U,U,U,U,U,U,U,L,
9,"1, 2","BY  RM rDNA sml1KO","ST2668","YPD",30,20,0,0,17,2,1,0,36,46,35,48,51,19,53,47,38,37,35,39,22,60,28,53,56,39,40,33,S,U,U,U,U,U,U,U,L,U,U,U,U,U,U,U,U,S,U,U,
10,"1, 2","BY  RM rDNA sml1KO","ST2668","YPD",30,20,0,0,15,1,3,1,38,39,49,48,53,49,31,34,47,43,48,41,35,44,48,7,48,40,50,25,U,U,U,U,U,U,L,L,U,U,U,U,C,L,U,U,U,U,U,S,
11,"1, 2","BY RM rDNA sml1KO mec1KO","ST2669","YPD",30,20,0,0,5,7,4,4,21,17,23,33,12,5,10,33,17,4,48,11,15,3,8,31,3,7,49,16,S,S,L,S,C,L,C,C,U,L,U,U,S,L,U,S,S,C,U,S,
12,"1, 2","BY RM rDNA sml1KO mec1KO","ST2669","YPD",30,20,0,0,10,6,4,0,5,4,32,42,3,12,36,3,4,39,3,7,24,12,46,6,10,18,23,14,U,L,S,U,S,S,L,L,U,U,L,S,U,S,U,U,U,S,U,U,
13,"1, 2","BY wild rDNA (DBVPG6765) backcross #8","ST2674","YPD",30,20,0,0,15,1,1,3,57,43,43,49,49,48,42,39,39,47,33,55,14,37,52,43,49,53,47,35,U,U,U,U,S,U,U,U,C,U,C,U,U,C,U,U,U,U,U,L,
14,"1, 2","BY wild rDNA (DBVPG6765) backcross #8","ST2674","YPD",30,20,0,0,18,0,1,1,19,37,41,44,41,50,48,46,19,43,29,57,39,37,53,17,24,41,20,33,U,C,U,U,U,U,U,U,U,L,U,U,U,U,U,U,U,U,U,U,
15,"1, 2","BY wild rDNA (DBVPG6765) backcross #8","ST2675","YPD",30,20,0,0,14,2,4,0,26,5,50,22,53,28,56,30,24,19,47,52,38,16,47,16,15,16,42,44,S,U,U,L,U,U,U,L,U,U,U,U,U,U,U,L,L,U,S,U,
16,"1, 2","BY wild rDNA (DBVPG6765) backcross #8","ST2675","YPD",30,20,0,0,16,2,2,0,12,31,56,11,21,18,35,41,51,30,32,50,43,50,30,33,16,10,46,34,U,S,U,L,U,L,U,U,U,U,S,U,U,U,U,U,U,U,U,U,
17,"1, 2","BY wild rDNA (DBVPG6765) backcross #8","ST2676","YPD",30,20,0,0,17,0,2,1,46,40,55,51,48,35,17,53,50,24,48,33,47,40,14,43,41,51,45,51,U,U,U,U,U,U,L,U,U,U,U,C,U,U,L,U,U,U,U,U,
18,"1, 2","BY wild rDNA (DBVPG6765) backcross #8","ST2676","YPD",30,20,0,0,18,1,1,0,54,34,37,24,49,51,32,29,51,32,53,39,52,53,54,36,43,37,17,58,U,U,U,S,U,U,U,U,L,U,U,U,U,U,U,U,U,U,U,U,
19,"1, 2","BY wild rDNA (DBVPG6765) backcross #8","ST2677","YPD",30,20,0,0,13,2,2,3,49,35,22,3,46,25,33,28,44,46,47,44,45,51,48,50,54,43,47,48,U,C,C,U,L,S,U,L,S,U,U,U,U,U,C,U,U,U,U,U,
20,"1, 2","BY wild rDNA (DBVPG6765) backcross #8","ST2677","YPD",30,20,0,0,17,1,2,0,52,16,46,44,49,28,26,38,38,53,35,42,44,36,45,52,43,30,50,37,U,L,U,U,U,U,U,U,L,U,U,U,S,U,U,U,U,U,U,U,
21,"1, 2","BY wild rDNA (L_1374) backcross #8","ST2678","YPD",30,20,0,0,18,1,0,1,31,27,49,7,48,47,31,20,53,22,47,44,49,52,47,53,28,13,24,34,U,U,U,U,U,U,U,S,U,U,U,C,U,U,U,U,U,U,U,U,
22,"1, 2","BY wild rDNA (L_1374) backcross #8","ST2678","YPD",30,20,0,0,14,3,3,0,44,31,46,36,40,3,55,49,42,50,34,55,43,44,43,41,53,20,53,51,U,S,U,U,U,L,U,S,U,U,U,U,S,U,U,L,U,L,U,U,
23,"1, 2","BY wild rDNA (L_1374) backcross #8","ST2679","YPD",30,20,0,0,15,3,1,1,40,44,14,28,44,27,44,35,42,36,54,46,46,7,41,55,75,46,46,43,U,L,U,C,S,U,U,U,U,U,U,U,U,U,U,U,U,S,U,S,
24,"1, 2","BY wild rDNA (L_1374) backcross #8","ST2679","YPD",30,20,0,0,12,5,1,2,33,51,44,33,48,26,49,17,48,29,43,21,46,18,21,16,27,26,14,30,U,U,U,S,U,U,U,C,U,C,U,U,S,U,L,S,S,S,U,U,
25,"1, 2","BY wild rDNA (L_1374) backcross #8","ST2680","YPD",30,20,0,0,16,2,0,2,44,43,29,31,23,50,35,55,52,51,45,51,50,39,46,44,49,51,47,44,U,C,U,U,U,U,U,U,U,U,U,U,S,S,C,U,U,U,U,U,
26,"1, 2","BY wild rDNA (L_1374) backcross #8","ST2680","YPD",30,20,0,0,19,0,1,0,42,33,35,41,31,47,44,47,36,28,50,46,48,51,52,52,49,49,36,39,U,U,U,U,U,U,U,U,U,U,U,U,U,L,U,U,U,U,U,U,
27,"1, 2","BY wild rDNA (L_1374) backcross #8","ST2681","YPD",30,20,0,0,18,1,1,0,25,48,30,11,55,32,24,29,48,20,44,39,20,23,42,27,2,31,29,17,U,U,S,U,U,U,U,U,U,U,U,U,U,U,U,U,U,L,U,U,
28,"1, 2","BY wild rDNA (L_1374) backcross #8","ST2681","YPD",30,20,0,0,18,0,2,0,44,35,32,17,48,34,45,36,37,3,3,43,53,18,36,41,43,43,52,43,U,U,U,U,U,U,U,U,U,L,U,U,U,U,U,U,U,U,U,L,
